year,lad_code,lad_name,region,nation,median_gross_annual_earnings
2011,E08000010,Wigan,North West,E,26039.0
2012,E08000010,Wigan,North West,E,26768.0
2013,E08000010,Wigan,North West,E,27517.0
2014,E08000010,Wigan,North West,E,28288.0
2015,E08000010,Wigan,North West,E,29080.0
2016,E08000010,Wigan,North West,E,29953.0
2017,E08000010,Wigan,North West,E,30851.0
2018,E08000010,Wigan,North West,E,31777.0
2019,E08000010,Wigan,North West,E,32730.0
2020,E08000010,Wigan,North West,E,33712.0
2021,E08000010,Wigan,North West,E,34723.0
2022,E08000010,Wigan,North West,E,35765.0
2023,E08000010,Wigan,North West,E,36838.0
2024,E08000010,Wigan,North West,E,37943.0
2010,E08000011,Knowsley,North West,E,24463.0
2011,E08000011,Knowsley,North West,E,25148.0
2012,E08000011,Knowsley,North West,E,25852.0
2013,E08000011,Knowsley,North West,E,26576.0
2014,E08000011,Knowsley,North West,E,27320.0
2015,E08000011,Knowsley,North West,E,28085.0
2016,E08000011,Knowsley,North West,E,28928.0
2017,E08000011,Knowsley,North West,E,29795.0
2018,E08000011,Knowsley,North West,E,30689.0
2019,E08000011,Knowsley,North West,E,31610.0
2020,E08000011,Knowsley,North West,E,32558.0
2021,E08000011,Knowsley,North West,E,33535.0
2022,E08000011,Knowsley,North West,E,34541.0
2023,E08000011,Knowsley,North West,E,35577.0
2024,E08000011,Knowsley,North West,E,36645.0
2010,E08000012,Liverpool,North West,E,17760.0
2011,E08000012,Liverpool,North West,E,18258.0
2012,E08000012,Liverpool,North West,E,18769.0
2013,E08000012,Liverpool,North West,E,19294.0
2014,E08000012,Liverpool,North West,E,19835.0
2015,E08000012,Liverpool,North West,E,20390.0
2016,E08000012,Liverpool,North West,E,21002.0
2017,E08000012,Liverpool,North West,E,21632.0
2018,E08000012,Liverpool,North West,E,22281.0
2019,E08000012,Liverpool,North West,E,22950.0
2020,E08000012,Liverpool,North West,E,23638.0
2021,E08000012,Liverpool,North West,E,24347.0
2022,E08000012,Liverpool,North West,E,25078.0
2023,E08000012,Liverpool,North West,E,25830.0
2024,E08000012,Liverpool,North West,E,26605.0
2010,E08000013,St. Helens,North West,E,20960.0
2011,E08000013,St. Helens,North West,E,21547.0
2012,E08000013,St. Helens,North West,E,22150.0
2013,E08000013,St. Helens,North West,E,22770.0
2014,E08000013,St. Helens,North West,E,23408.0
2015,E08000013,St. Helens,North West,E,24063.0
2016,E08000013,St. Helens,North West,E,24785.0
2017,E08000013,St. Helens,North West,E,25529.0
2018,E08000013,St. Helens,North West,E,26295.0
2019,E08000013,St. Helens,North West,E,27083.0
2020,E08000013,St. Helens,North West,E,27896.0
2021,E08000013,St. Helens,North West,E,28733.0
2022,E08000013,St. Helens,North West,E,29595.0
2023,E08000013,St. Helens,North West,E,30483.0
2024,E08000013,St. Helens,North West,E,31397.0
2010,E08000014,Sefton,North West,E,23579.0
2011,E08000014,Sefton,North West,E,24239.0
2012,E08000014,Sefton,North West,E,24918.0
2013,E08000014,Sefton,North West,E,25615.0
2014,E08000014,Sefton,North West,E,26333.0
2015,E08000014,Sefton,North West,E,27070.0
2016,E08000014,Sefton,North West,E,27882.0
2017,E08000014,Sefton,North West,E,28719.0
2018,E08000014,Sefton,North West,E,29580.0
2019,E08000014,Sefton,North West,E,30468.0
2020,E08000014,Sefton,North West,E,31382.0
2021,E08000014,Sefton,North West,E,32323.0
2022,E08000014,Sefton,North West,E,33293.0
2023,E08000014,Sefton,North West,E,34292.0
2024,E08000014,Sefton,North West,E,35321.0
2010,E08000015,Wirral,North West,E,21019.0
2011,E08000015,Wirral,North West,E,21607.0
2012,E08000015,Wirral,North West,E,22212.0
2013,E08000015,Wirral,North West,E,22834.0
2014,E08000015,Wirral,North West,E,23474.0
2015,E08000015,Wirral,North West,E,24131.0
2016,E08000015,Wirral,North West,E,24855.0
2017,E08000015,Wirral,North West,E,25600.0
2018,E08000015,Wirral,North West,E,26368.0
2019,E08000015,Wirral,North West,E,27159.0
2020,E08000015,Wirral,North West,E,27974.0
2021,E08000015,Wirral,North West,E,28813.0
2022,E08000015,Wirral,North West,E,29678.0
2023,E08000015,Wirral,North West,E,30568.0
2024,E08000015,Wirral,North West,E,31485.0
2010,E08000016,Barnsley,Yorkshire and The Humber,E,22283.0
2011,E08000016,Barnsley,Yorkshire and The Humber,E,22907.0
2012,E08000016,Barnsley,Yorkshire and The Humber,E,23548.0
2013,E08000016,Barnsley,Yorkshire and The Humber,E,24207.0
2014,E08000016,Barnsley,Yorkshire and The Humber,E,24885.0
2015,E08000016,Barnsley,Yorkshire and The Humber,E,25582.0
2016,E08000016,Barnsley,Yorkshire and The Humber,E,26349.0
2017,E08000016,Barnsley,Yorkshire and The Humber,E,27140.0
2018,E08000016,Barnsley,Yorkshire and The Humber,E,27954.0
2019,E08000016,Barnsley,Yorkshire and The Humber,E,28792.0
2020,E08000016,Barnsley,Yorkshire and The Humber,E,29656.0
2021,E08000016,Barnsley,Yorkshire and The Humber,E,30546.0
2022,E08000016,Barnsley,Yorkshire and The Humber,E,31462.0
2023,E08000016,Barnsley,Yorkshire and The Humber,E,32406.0
2024,E08000016,Barnsley,Yorkshire and The Humber,E,33378.0
2010,E08000017,Doncaster,Yorkshire and The Humber,E,24399.0
2011,E08000017,Doncaster,Yorkshire and The Humber,E,25083.0
2012,E08000017,Doncaster,Yorkshire and The Humber,E,25785.0
2013,E08000017,Doncaster,Yorkshire and The Humber,E,26507.0
2014,E08000017,Doncaster,Yorkshire and The Humber,E,27249.0
2015,E08000017,Doncaster,Yorkshire and The Humber,E,28012.0
2016,E08000017,Doncaster,Yorkshire and The Humber,E,28852.0
2017,E08000017,Doncaster,Yorkshire and The Humber,E,29718.0
2018,E08000017,Doncaster,Yorkshire and The Humber,E,30610.0
2019,E08000017,Doncaster,Yorkshire and The Humber,E,31528.0
2020,E08000017,Doncaster,Yorkshire and The Humber,E,32474.0
2021,E08000017,Doncaster,Yorkshire and The Humber,E,33448.0
2022,E08000017,Doncaster,Yorkshire and The Humber,E,34451.0
2023,E08000017,Doncaster,Yorkshire and The Humber,E,35485.0
2024,E08000017,Doncaster,Yorkshire and The Humber,E,36549.0
2010,E08000018,Rotherham,Yorkshire and The Humber,E,21683.0
2011,E08000018,Rotherham,Yorkshire and The Humber,E,22291.0
2012,E08000018,Rotherham,Yorkshire and The Humber,E,22915.0
2013,E08000018,Rotherham,Yorkshire and The Humber,E,23556.0
2014,E08000018,Rotherham,Yorkshire and The Humber,E,24216.0
2015,E08000018,Rotherham,Yorkshire and The Humber,E,24894.0
2016,E08000018,Rotherham,Yorkshire and The Humber,E,25641.0
2017,E08000018,Rotherham,Yorkshire and The Humber,E,26410.0
2018,E08000018,Rotherham,Yorkshire and The Humber,E,27202.0
2019,E08000018,Rotherham,Yorkshire and The Humber,E,28018.0
2020,E08000018,Rotherham,Yorkshire and The Humber,E,28859.0
2021,E08000018,Rotherham,Yorkshire and The Humber,E,29725.0
2022,E08000018,Rotherham,Yorkshire and The Humber,E,30617.0
2023,E08000018,Rotherham,Yorkshire and The Humber,E,31535.0
2024,E08000018,Rotherham,Yorkshire and The Humber,E,32481.0
2010,E08000019,Sheffield,Yorkshire and The Humber,E,20491.0
2011,E08000019,Sheffield,Yorkshire and The Humber,E,21065.0
2012,E08000019,Sheffield,Yorkshire and The Humber,E,21655.0
2013,E08000019,Sheffield,Yorkshire and The Humber,E,22261.0
2014,E08000019,Sheffield,Yorkshire and The Humber,E,22884.0
2015,E08000019,Sheffield,Yorkshire and The Humber,E,23525.0
2016,E08000019,Sheffield,Yorkshire and The Humber,E,24231.0
2017,E08000019,Sheffield,Yorkshire and The Humber,E,24958.0
2018,E08000019,Sheffield,Yorkshire and The Humber,E,25707.0
2019,E08000019,Sheffield,Yorkshire and The Humber,E,26478.0
2020,E08000019,Sheffield,Yorkshire and The Humber,E,27272.0
2021,E08000019,Sheffield,Yorkshire and The Humber,E,28090.0
2022,E08000019,Sheffield,Yorkshire and The Humber,E,28933.0
2023,E08000019,Sheffield,Yorkshire and The Humber,E,29801.0
2024,E08000019,Sheffield,Yorkshire and The Humber,E,30695.0
2010,E08000021,Newcastle upon Tyne,North East,E,18915.0
2011,E08000021,Newcastle upon Tyne,North East,E,19445.0
2012,E08000021,Newcastle upon Tyne,North East,E,19989.0
2013,E08000021,Newcastle upon Tyne,North East,E,20549.0
2014,E08000021,Newcastle upon Tyne,North East,E,21125.0
2015,E08000021,Newcastle upon Tyne,North East,E,21716.0
2016,E08000021,Newcastle upon Tyne,North East,E,22368.0
2017,E08000021,Newcastle upon Tyne,North East,E,23039.0
2018,E08000021,Newcastle upon Tyne,North East,E,23730.0
2019,E08000021,Newcastle upon Tyne,North East,E,24442.0
2020,E08000021,Newcastle upon Tyne,North East,E,25175.0
2021,E08000021,Newcastle upon Tyne,North East,E,25930.0
2022,E08000021,Newcastle upon Tyne,North East,E,26708.0
2023,E08000021,Newcastle upon Tyne,North East,E,27509.0
2024,E08000021,Newcastle upon Tyne,North East,E,28335.0
2010,E08000022,North Tyneside,North East,E,17352.0
2011,E08000022,North Tyneside,North East,E,17838.0
2012,E08000022,North Tyneside,North East,E,18337.0
2013,E08000022,North Tyneside,North East,E,18851.0
2014,E08000022,North Tyneside,North East,E,19378.0
2015,E08000022,North Tyneside,North East,E,19921.0
2016,E08000022,North Tyneside,North East,E,20519.0
2017,E08000022,North Tyneside,North East,E,21134.0
2018,E08000022,North Tyneside,North East,E,21768.0
2019,E08000022,North Tyneside,North East,E,22422.0
2020,E08000022,North Tyneside,North East,E,23094.0
2021,E08000022,North Tyneside,North East,E,23787.0
2022,E08000022,North Tyneside,North East,E,24501.0
2023,E08000022,North Tyneside,North East,E,25236.0
2024,E08000022,North Tyneside,North East,E,25993.0
2010,E08000023,South Tyneside,North East,E,21275.0
2011,E08000023,South Tyneside,North East,E,21871.0
2012,E08000023,South Tyneside,North East,E,22483.0
2013,E08000023,South Tyneside,North East,E,23113.0
2014,E08000023,South Tyneside,North East,E,23760.0
2015,E08000023,South Tyneside,North East,E,24425.0
2016,E08000023,South Tyneside,North East,E,25157.0
2017,E08000023,South Tyneside,North East,E,25912.0
2018,E08000023,South Tyneside,North East,E,26689.0
2019,E08000023,South Tyneside,North East,E,27490.0
2020,E08000023,South Tyneside,North East,E,28315.0
2021,E08000023,South Tyneside,North East,E,29164.0
2022,E08000023,South Tyneside,North East,E,30039.0
2023,E08000023,South Tyneside,North East,E,30940.0
2024,E08000023,South Tyneside,North East,E,31868.0
2010,E08000024,Sunderland,North East,E,22680.0
2011,E08000024,Sunderland,North East,E,23315.0
2012,E08000024,Sunderland,North East,E,23968.0
2013,E08000024,Sunderland,North East,E,24639.0
2014,E08000024,Sunderland,North East,E,25329.0
2015,E08000024,Sunderland,North East,E,26038.0
2016,E08000024,Sunderland,North East,E,26819.0
2017,E08000024,Sunderland,North East,E,27624.0
2018,E08000024,Sunderland,North East,E,28453.0
2019,E08000024,Sunderland,North East,E,29306.0
2020,E08000024,Sunderland,North East,E,30185.0
2021,E08000024,Sunderland,North East,E,31091.0
2022,E08000024,Sunderland,North East,E,32024.0
2023,E08000024,Sunderland,North East,E,32984.0
2024,E08000024,Sunderland,North East,E,33974.0
2010,E08000025,Birmingham,West Midlands,E,25020.0
2011,E08000025,Birmingham,West Midlands,E,25720.0
2012,E08000025,Birmingham,West Midlands,E,26440.0
2013,E08000025,Birmingham,West Midlands,E,27181.0
2014,E08000025,Birmingham,West Midlands,E,27942.0
2015,E08000025,Birmingham,West Midlands,E,28724.0
2016,E08000025,Birmingham,West Midlands,E,29586.0
2017,E08000025,Birmingham,West Midlands,E,30474.0
2018,E08000025,Birmingham,West Midlands,E,31388.0
2019,E08000025,Birmingham,West Midlands,E,32330.0
2020,E08000025,Birmingham,West Midlands,E,33299.0
2021,E08000025,Birmingham,West Midlands,E,34298.0
2022,E08000025,Birmingham,West Midlands,E,35327.0
2023,E08000025,Birmingham,West Midlands,E,36387.0
2024,E08000025,Birmingham,West Midlands,E,37479.0
2010,E08000026,Coventry,West Midlands,E,21636.0
2011,E08000026,Coventry,West Midlands,E,22241.0
2012,E08000026,Coventry,West Midlands,E,22864.0
2013,E08000026,Coventry,West Midlands,E,23504.0
2014,E08000026,Coventry,West Midlands,E,24162.0
2015,E08000026,Coventry,West Midlands,E,24839.0
2016,E08000026,Coventry,West Midlands,E,25584.0
2017,E08000026,Coventry,West Midlands,E,26352.0
2018,E08000026,Coventry,West Midlands,E,27142.0
2019,E08000026,Coventry,West Midlands,E,27957.0
2020,E08000026,Coventry,West Midlands,E,28795.0
2021,E08000026,Coventry,West Midlands,E,29659.0
2022,E08000026,Coventry,West Midlands,E,30549.0
2023,E08000026,Coventry,West Midlands,E,31465.0
2024,E08000026,Coventry,West Midlands,E,32409.0
2010,E08000027,Dudley,West Midlands,E,22863.0
2011,E08000027,Dudley,West Midlands,E,23503.0
2012,E08000027,Dudley,West Midlands,E,24161.0
2013,E08000027,Dudley,West Midlands,E,24838.0
2014,E08000027,Dudley,West Midlands,E,25533.0
2015,E08000027,Dudley,West Midlands,E,26248.0
2016,E08000027,Dudley,West Midlands,E,27036.0
2017,E08000027,Dudley,West Midlands,E,27847.0
2018,E08000027,Dudley,West Midlands,E,28682.0
2019,E08000027,Dudley,West Midlands,E,29543.0
2020,E08000027,Dudley,West Midlands,E,30429.0
2021,E08000027,Dudley,West Midlands,E,31342.0
2022,E08000027,Dudley,West Midlands,E,32282.0
2023,E08000027,Dudley,West Midlands,E,33251.0
2024,E08000027,Dudley,West Midlands,E,34248.0
2010,E08000028,Sandwell,West Midlands,E,18420.0
2011,E08000028,Sandwell,West Midlands,E,18935.0
2012,E08000028,Sandwell,West Midlands,E,19466.0
2013,E08000028,Sandwell,West Midlands,E,20011.0
2014,E08000028,Sandwell,West Midlands,E,20571.0
2015,E08000028,Sandwell,West Midlands,E,21147.0
2016,E08000028,Sandwell,West Midlands,E,21781.0
2017,E08000028,Sandwell,West Midlands,E,22435.0
2018,E08000028,Sandwell,West Midlands,E,23108.0
2019,E08000028,Sandwell,West Midlands,E,23801.0
2020,E08000028,Sandwell,West Midlands,E,24515.0
2021,E08000028,Sandwell,West Midlands,E,25250.0
2022,E08000028,Sandwell,West Midlands,E,26008.0
2023,E08000028,Sandwell,West Midlands,E,26788.0
2024,E08000028,Sandwell,West Midlands,E,27592.0
2010,E08000029,Solihull,West Midlands,E,24867.0
2011,E08000029,Solihull,West Midlands,E,25563.0
2012,E08000029,Solihull,West Midlands,E,26279.0
2013,E08000029,Solihull,West Midlands,E,27015.0
2014,E08000029,Solihull,West Midlands,E,27771.0
2015,E08000029,Solihull,West Midlands,E,28549.0
2016,E08000029,Solihull,West Midlands,E,29405.0
2017,E08000029,Solihull,West Midlands,E,30287.0
2018,E08000029,Solihull,West Midlands,E,31196.0
2019,E08000029,Solihull,West Midlands,E,32132.0
2020,E08000029,Solihull,West Midlands,E,33096.0
2021,E08000029,Solihull,West Midlands,E,34089.0
2022,E08000029,Solihull,West Midlands,E,35111.0
2023,E08000029,Solihull,West Midlands,E,36165.0
2024,E08000029,Solihull,West Midlands,E,37249.0
2010,E08000030,Walsall,West Midlands,E,22830.0
2011,E08000030,Walsall,West Midlands,E,23469.0
2012,E08000030,Walsall,West Midlands,E,24126.0
2013,E08000030,Walsall,West Midlands,E,24802.0
2014,E08000030,Walsall,West Midlands,E,25496.0
2015,E08000030,Walsall,West Midlands,E,26210.0
2016,E08000030,Walsall,West Midlands,E,26996.0
2017,E08000030,Walsall,West Midlands,E,27806.0
2018,E08000030,Walsall,West Midlands,E,28640.0
2019,E08000030,Walsall,West Midlands,E,29500.0
2020,E08000030,Walsall,West Midlands,E,30385.0
2021,E08000030,Walsall,West Midlands,E,31296.0
2022,E08000030,Walsall,West Midlands,E,32235.0
2023,E08000030,Walsall,West Midlands,E,33202.0
2024,E08000030,Walsall,West Midlands,E,34198.0
2010,E08000031,Wolverhampton,West Midlands,E,23166.0
2011,E08000031,Wolverhampton,West Midlands,E,23815.0
2012,E08000031,Wolverhampton,West Midlands,E,24481.0
2013,E08000031,Wolverhampton,West Midlands,E,25167.0
2014,E08000031,Wolverhampton,West Midlands,E,25872.0
2015,E08000031,Wolverhampton,West Midlands,E,26596.0
2016,E08000031,Wolverhampton,West Midlands,E,27394.0
2017,E08000031,Wolverhampton,West Midlands,E,28216.0
2018,E08000031,Wolverhampton,West Midlands,E,29062.0
2019,E08000031,Wolverhampton,West Midlands,E,29934.0
2020,E08000031,Wolverhampton,West Midlands,E,30832.0
2021,E08000031,Wolverhampton,West Midlands,E,31757.0
2022,E08000031,Wolverhampton,West Midlands,E,32710.0
2023,E08000031,Wolverhampton,West Midlands,E,33691.0
2024,E08000031,Wolverhampton,West Midlands,E,34702.0
2010,E08000032,Bradford,Yorkshire and The Humber,E,21418.0
2011,E08000032,Bradford,Yorkshire and The Humber,E,22018.0
2012,E08000032,Bradford,Yorkshire and The Humber,E,22634.0
2013,E08000032,Bradford,Yorkshire and The Humber,E,23268.0
2014,E08000032,Bradford,Yorkshire and The Humber,E,23919.0
2015,E08000032,Bradford,Yorkshire and The Humber,E,24589.0
2016,E08000032,Bradford,Yorkshire and The Humber,E,25327.0
2017,E08000032,Bradford,Yorkshire and The Humber,E,26087.0
2018,E08000032,Bradford,Yorkshire and The Humber,E,26869.0
2019,E08000032,Bradford,Yorkshire and The Humber,E,27676.0
2020,E08000032,Bradford,Yorkshire and The Humber,E,28506.0
2021,E08000032,Bradford,Yorkshire and The Humber,E,29361.0
2022,E08000032,Bradford,Yorkshire and The Humber,E,30242.0
2023,E08000032,Bradford,Yorkshire and The Humber,E,31149.0
2024,E08000032,Bradford,Yorkshire and The Humber,E,32084.0
2010,E08000033,Calderdale,Yorkshire and The Humber,E,22442.0
2011,E08000033,Calderdale,Yorkshire and The Humber,E,23071.0
2012,E08000033,Calderdale,Yorkshire and The Humber,E,23717.0
2013,E08000033,Calderdale,Yorkshire and The Humber,E,24381.0
2014,E08000033,Calderdale,Yorkshire and The Humber,E,25063.0
2015,E08000033,Calderdale,Yorkshire and The Humber,E,25765.0
2016,E08000033,Calderdale,Yorkshire and The Humber,E,26538.0
2017,E08000033,Calderdale,Yorkshire and The Humber,E,27334.0
2018,E08000033,Calderdale,Yorkshire and The Humber,E,28155.0
2019,E08000033,Calderdale,Yorkshire and The Humber,E,28999.0
2020,E08000033,Calderdale,Yorkshire and The Humber,E,29869.0
2021,E08000033,Calderdale,Yorkshire and The Humber,E,30765.0
2022,E08000033,Calderdale,Yorkshire and The Humber,E,31688.0
2023,E08000033,Calderdale,Yorkshire and The Humber,E,32639.0
2024,E08000033,Calderdale,Yorkshire and The Humber,E,33618.0
2010,E08000034,Kirklees,Yorkshire and The Humber,E,22498.0
2011,E08000034,Kirklees,Yorkshire and The Humber,E,23128.0
2012,E08000034,Kirklees,Yorkshire and The Humber,E,23775.0
2013,E08000034,Kirklees,Yorkshire and The Humber,E,24441.0
2014,E08000034,Kirklees,Yorkshire and The Humber,E,25125.0
2015,E08000034,Kirklees,Yorkshire and The Humber,E,25829.0
2016,E08000034,Kirklees,Yorkshire and The Humber,E,26604.0
2017,E08000034,Kirklees,Yorkshire and The Humber,E,27403.0
2018,E08000034,Kirklees,Yorkshire and The Humber,E,28225.0
2019,E08000034,Kirklees,Yorkshire and The Humber,E,29071.0
2020,E08000034,Kirklees,Yorkshire and The Humber,E,29943.0
